depcity,arrcity,fare,deplocation,arrlocation,deptime,arrtime,duration,depdate,scrapedate
"Lexington, KY","Columbus, OH",$39.00 ,Lextran Transit Ctr - High Street side  185 East High Street,SE corner of Spring St and 4th St,8:40 PM,1:45 AM,5hrs 5mins,5/28/2014,5/14/2014
"Lexington, KY","Erie, PA",$59.00 ,Lextran Transit Ctr - High Street side  185 East High Street,PSU Erie - Erie Lot (on College Dr next to tennis courts),7:40 AM,6:45 PM,11hrs 5mins,5/28/2014,5/14/2014
"Lexington, KY","Erie, PA",$59.00 ,Lextran Transit Ctr - High Street side  185 East High Street,PSU Erie - Erie Lot (on College Dr next to tennis courts),8:40 PM,6:45 AM,10hrs 5mins,5/28/2014,5/14/2014
"Lexington, KY","Knoxville, TN",$16.00 ,Lextran Transit Ctr - High Street side  185 East High Street,Knoxville Transit Center,10:25 AM,1:55 PM,3hrs 30mins,5/28/2014,5/14/2014
"Lexington, KY","Knoxville, TN",$16.00 ,Lextran Transit Ctr - High Street side  185 East High Street,Knoxville Transit Center,10:25 PM,1:55 AM,3hrs 30mins,5/28/2014,5/14/2014
"Lexington, KY","Atlanta, GA",$16.00 ,Lextran Transit Ctr - High Street side  185 East High Street,MARTA Civic Center - 435 W Peachtree St NW,10:25 AM,6:05 PM,7hrs 40mins,5/28/2014,5/14/2014
"Lexington, KY","Atlanta, GA",$16.00 ,Lextran Transit Ctr - High Street side  185 East High Street,MARTA Civic Center - 435 W Peachtree St NW,10:25 PM,6:05 AM,7hrs 40mins,5/28/2014,5/14/2014
"Lexington, KY","Chattanooga, TN",$16.00 ,Lextran Transit Ctr - High Street side  185 East High Street,Eastgate Complex - 5600 Brainerd Rd.,10:25 AM,3:45 PM,5hrs 20mins,5/28/2014,5/14/2014
"Lexington, KY","Chattanooga, TN",$16.00 ,Lextran Transit Ctr - High Street side  185 East High Street,Eastgate Complex - 5600 Brainerd Rd.,10:25 PM,3:45 AM,5hrs 20mins,5/28/2014,5/14/2014
"Little Rock, AR","Chicago, IL",$61.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,Union Station S Canal St south of Jackson Blvd.,5:30 AM,8:25 PM,14hrs 55mins,5/28/2014,5/14/2014
"Little Rock, AR","Chicago, IL",$68.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,Union Station S Canal St south of Jackson Blvd.,5:20 PM,8:15 AM,14hrs 55mins,5/28/2014,5/14/2014
"Little Rock, AR","Dallas/Fort Worth, TX",$33.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,"710 Davis St, Grand Prairie",12:45 AM,6:20 AM,5hrs 35mins,5/28/2014,5/14/2014
"Little Rock, AR","Dallas/Fort Worth, TX",$33.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,"DART East Transfer Center, 330 North Olive Street",12:45 AM,5:55 AM,5hrs 10mins,5/28/2014,5/14/2014
"Little Rock, AR","Dallas/Fort Worth, TX",$20.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,"710 Davis St, Grand Prairie",12:10 PM,5:45 PM,5hrs 35mins,5/28/2014,5/14/2014
"Little Rock, AR","Dallas/Fort Worth, TX",$20.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,"DART East Transfer Center, 330 North Olive Street",12:10 PM,5:20 PM,5hrs 10mins,5/28/2014,5/14/2014
"Little Rock, AR","Dallas/Fort Worth, TX",$20.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,"DART East Transfer Center, 330 North Olive Street",6:15 PM,11:25 PM,5hrs 10mins,5/28/2014,5/14/2014
"Little Rock, AR","Dallas/Fort Worth, TX",$20.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,"710 Davis St, Grand Prairie",6:15 PM,11:50 PM,5hrs 35mins,5/28/2014,5/14/2014
"Little Rock, AR","Memphis, TN",$7.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,MATA North End Terminal,5:30 AM,8:05 AM,2hrs 35mins,5/28/2014,5/14/2014
"Little Rock, AR","Memphis, TN",$5.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,MATA North End Terminal,11:45 AM,2:20 PM,2hrs 35mins,5/28/2014,5/14/2014
"Little Rock, AR","Memphis, TN",$7.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,MATA North End Terminal,5:20 PM,7:55 PM,2hrs 35mins,5/28/2014,5/14/2014
"Little Rock, AR","St Louis, MO",$26.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,West of Union Station - East Side of 21st St near Clark Ave,5:30 AM,3:05 PM,9hrs 35mins,5/28/2014,5/14/2014
"Little Rock, AR","St Louis, MO",$27.00 ,Exxon I-30 Super Store - 612 E Roosevelt Rd,West of Union Station - East Side of 21st St near Clark Ave,5:20 PM,2:55 AM,9hrs 35mins,5/28/2014,5/14/2014
"Los Angeles, CA","Las Vegas, NV",$29.00 ,Union Station's Patsaouras Transit Plaza Bay 8,RTC South Strip Transfer Terminal,12:15 AM,5:35 AM,5hrs 20mins,5/28/2014,5/14/2014
"Los Angeles, CA","Las Vegas, NV",$12.00 ,Union Station's Patsaouras Transit Plaza Bay 8,RTC South Strip Transfer Terminal,7:50 AM,1:35 PM,5hrs 45mins,5/28/2014,5/14/2014
"Los Angeles, CA","Las Vegas, NV",$30.00 ,Union Station's Patsaouras Transit Plaza Bay 8,RTC South Strip Transfer Terminal,11:30 AM,5:30 PM,6hrs 0mins,5/28/2014,5/14/2014
"Los Angeles, CA","Las Vegas, NV",$27.00 ,Union Station's Patsaouras Transit Plaza Bay 8,RTC South Strip Transfer Terminal,4:30 PM,9:35 PM,5hrs 5mins,5/28/2014,5/14/2014
"Los Angeles, CA","Oakland, CA",$23.00 ,Union Station's Patsaouras Transit Plaza Bay 8,W. Oakland BART Station,9:30 AM,4:30 PM,7hrs 0mins,5/28/2014,5/14/2014
"Los Angeles, CA","Oakland, CA",$34.00 ,Union Station's Patsaouras Transit Plaza Bay 8,W. Oakland BART Station,5:00 PM,11:20 PM,6hrs 20mins,5/28/2014,5/14/2014
"Los Angeles, CA","Oakland, CA",$37.00 ,Union Station's Patsaouras Transit Plaza Bay 8,W. Oakland BART Station,11:30 PM,6:30 AM,7hrs 0mins,5/28/2014,5/14/2014
"Los Angeles, CA","San Francisco, CA",$15.00 ,Union Station's Patsaouras Transit Plaza Bay 8,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,6:30 AM,2:10 PM,7hrs 40mins,5/28/2014,5/14/2014
"Los Angeles, CA","San Francisco, CA",$23.00 ,Union Station's Patsaouras Transit Plaza Bay 8,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,9:30 AM,5:00 PM,7hrs 30mins,5/28/2014,5/14/2014
"Los Angeles, CA","San Francisco, CA",$15.00 ,Union Station's Patsaouras Transit Plaza Bay 8,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,12:30 PM,8:10 PM,7hrs 40mins,5/28/2014,5/14/2014
"Los Angeles, CA","San Francisco, CA",$34.00 ,Union Station's Patsaouras Transit Plaza Bay 8,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,5:00 PM,11:50 PM,6hrs 50mins,5/28/2014,5/14/2014
"Los Angeles, CA","San Francisco, CA",$37.00 ,Union Station's Patsaouras Transit Plaza Bay 8,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,11:30 PM,7:00 AM,7hrs 30mins,5/28/2014,5/14/2014
"Los Angeles, CA","San Jose, CA",$15.00 ,Union Station's Patsaouras Transit Plaza Bay 8,Diridon Caltrain Station,6:30 AM,1:05 PM,6hrs 35mins,5/28/2014,5/14/2014
"Los Angeles, CA","San Jose, CA",$15.00 ,Union Station's Patsaouras Transit Plaza Bay 8,Diridon Caltrain Station,12:30 PM,7:05 PM,6hrs 35mins,5/28/2014,5/14/2014
"Louisville, KY","Atlanta, GA",$38.00 ,SW Corner of W Liberty St and S 5th St,MARTA Civic Center - 435 W Peachtree St NW,7:00 AM,3:20 PM,8hrs 20mins,5/28/2014,5/14/2014
"Louisville, KY","Atlanta, GA",$38.00 ,SW Corner of W Liberty St and S 5th St,MARTA Civic Center - 435 W Peachtree St NW,4:40 PM,1:00 AM,8hrs 20mins,5/28/2014,5/14/2014
"Louisville, KY","Chattanooga, TN",$38.00 ,SW Corner of W Liberty St and S 5th St,Eastgate Complex - 5600 Brainerd Rd.,7:00 AM,1:00 PM,6hrs 0mins,5/28/2014,5/14/2014
"Louisville, KY","Chattanooga, TN",$33.00 ,SW Corner of W Liberty St and S 5th St,Eastgate Complex - 5600 Brainerd Rd.,4:40 PM,10:40 PM,6hrs 0mins,5/28/2014,5/14/2014
"Louisville, KY","Chicago, IL",$35.00 ,SW Corner of W Liberty St and S 5th St,Union Station S Canal St south of Jackson Blvd.,12:30 AM,5:30 AM,6hrs 0mins,5/28/2014,5/14/2014
"Louisville, KY","Chicago, IL",$17.00 ,SW Corner of W Liberty St and S 5th St,Union Station S Canal St south of Jackson Blvd.,2:30 PM,7:35 PM,6hrs 5mins,5/28/2014,5/14/2014
"Louisville, KY","Indianapolis, IN",$10.00 ,SW Corner of W Liberty St and S 5th St,200 E Washington St.,12:30 AM,3:00 AM,2hrs 30mins,5/28/2014,5/14/2014
"Louisville, KY","Indianapolis, IN",$13.00 ,SW Corner of W Liberty St and S 5th St,200 E Washington St.,2:30 PM,5:20 PM,2hrs 50mins,5/28/2014,5/14/2014
"Louisville, KY","Nashville, TN",$10.00 ,SW Corner of W Liberty St and S 5th St,704 4th Ave South,7:00 AM,9:00 AM,3hrs 0mins,5/28/2014,5/14/2014
"Louisville, KY","Nashville, TN",$10.00 ,SW Corner of W Liberty St and S 5th St,704 4th Ave South,4:40 PM,6:40 PM,3hrs 0mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","Chicago, IL",$23.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,Union Station S Canal St north of Jackson Blvd.,2:20 AM,5:50 AM,3hrs 30mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","Chicago, IL",$12.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,Union Station S Canal St south of Jackson Blvd.,3:15 AM,6:10 AM,2hrs 55mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","Chicago, IL",$23.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,Union Station S Canal St north of Jackson Blvd.,5:00 AM,9:30 AM,4hrs 30mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","Chicago, IL",$23.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,Union Station S Canal St north of Jackson Blvd.,7:00 AM,11:00 AM,4hrs 0mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","Chicago, IL",$23.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,Union Station S Canal St north of Jackson Blvd.,1:00 PM,5:15 PM,4hrs 15mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","Chicago, IL",$23.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,Union Station S Canal St north of Jackson Blvd.,2:30 PM,6:45 PM,4hrs 15mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","Chicago, IL",$15.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,Union Station S Canal St south of Jackson Blvd.,3:15 PM,6:25 PM,3hrs 10mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","Chicago, IL",$12.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,Union Station S Canal St south of Jackson Blvd.,5:25 PM,8:35 PM,3hrs 10mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","Chicago, IL",$5.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,Union Station S Canal St south of Jackson Blvd.,9:15 PM,12:25 AM,3hrs 10mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","Minneapolis, MN",$23.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",9:00 AM,2:20 PM,5hrs 20mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","Minneapolis, MN",$23.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",3:00 PM,8:20 PM,5hrs 20mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","Minneapolis, MN",$10.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",8:00 PM,1:30 AM,5hrs 30mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","St. Paul, MN",$23.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,Union Depot Bus Ramp - 240 East Kellogg Blvd,9:00 AM,2:05 PM,5hrs 5mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","St. Paul, MN",$23.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,Union Depot Bus Ramp - 240 East Kellogg Blvd,3:00 PM,8:05 PM,5hrs 5mins,5/28/2014,5/14/2014
"Madison, U of Wisc, WI","St. Paul, MN",$10.00 ,(Temporary Location) 800 University Ave Between Park and Langdon,Union Depot Bus Ramp - 240 East Kellogg Blvd,8:00 PM,1:15 AM,5hrs 15mins,5/28/2014,5/14/2014
"Madison, WI","Chicago, IL",$23.00 ,Dutch Mill Park and Ride,Union Station S Canal St north of Jackson Blvd.,2:35 AM,5:50 AM,3hrs 15mins,5/28/2014,5/14/2014
"Madison, WI","Chicago, IL",$12.00 ,Dutch Mill Park and Ride,Union Station S Canal St south of Jackson Blvd.,3:45 AM,6:10 AM,2hrs 25mins,5/28/2014,5/14/2014
"Madison, WI","Chicago, IL",$23.00 ,Dutch Mill Park and Ride,Union Station S Canal St north of Jackson Blvd.,5:15 AM,9:30 AM,4hrs 15mins,5/28/2014,5/14/2014
"Madison, WI","Chicago, IL",$23.00 ,Dutch Mill Park and Ride,Union Station S Canal St north of Jackson Blvd.,7:15 AM,11:00 AM,3hrs 45mins,5/28/2014,5/14/2014
"Madison, WI","Chicago, IL",$23.00 ,Dutch Mill Park and Ride,Union Station S Canal St north of Jackson Blvd.,1:15 PM,5:15 PM,4hrs 0mins,5/28/2014,5/14/2014
"Madison, WI","Chicago, IL",$23.00 ,Dutch Mill Park and Ride,Union Station S Canal St north of Jackson Blvd.,2:45 PM,6:45 PM,4hrs 0mins,5/28/2014,5/14/2014
"Madison, WI","Chicago, IL",$15.00 ,Dutch Mill Park and Ride,Union Station S Canal St south of Jackson Blvd.,3:45 PM,6:25 PM,2hrs 40mins,5/28/2014,5/14/2014
"Madison, WI","Chicago, IL",$12.00 ,Dutch Mill Park and Ride,Union Station S Canal St south of Jackson Blvd.,5:55 PM,8:35 PM,2hrs 40mins,5/28/2014,5/14/2014
"Madison, WI","Chicago, IL",$5.00 ,Dutch Mill Park and Ride,Union Station S Canal St south of Jackson Blvd.,9:45 PM,12:25 AM,2hrs 40mins,5/28/2014,5/14/2014
"Madison, WI","Minneapolis, MN",$10.00 ,Dutch Mill Park and Ride,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",1:30 AM,7:05 AM,5hrs 35mins,5/28/2014,5/14/2014
"Madison, WI","Minneapolis, MN",$23.00 ,Dutch Mill Park and Ride,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",8:40 AM,2:20 PM,5hrs 40mins,5/28/2014,5/14/2014
"Madison, WI","Minneapolis, MN",$23.00 ,Dutch Mill Park and Ride,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",2:40 PM,8:20 PM,5hrs 40mins,5/28/2014,5/14/2014
"Madison, WI","Minneapolis, MN",$10.00 ,Dutch Mill Park and Ride,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",7:40 PM,1:30 AM,5hrs 50mins,5/28/2014,5/14/2014
"Madison, WI","St. Paul, MN",$10.00 ,Dutch Mill Park and Ride,Union Depot Bus Ramp - 240 East Kellogg Blvd,1:30 AM,6:50 AM,5hrs 20mins,5/28/2014,5/14/2014
"Madison, WI","St. Paul, MN",$23.00 ,Dutch Mill Park and Ride,Union Depot Bus Ramp - 240 East Kellogg Blvd,8:40 AM,2:05 PM,5hrs 25mins,5/28/2014,5/14/2014
"Madison, WI","St. Paul, MN",$23.00 ,Dutch Mill Park and Ride,Union Depot Bus Ramp - 240 East Kellogg Blvd,2:40 PM,8:05 PM,5hrs 25mins,5/28/2014,5/14/2014
"Madison, WI","St. Paul, MN",$10.00 ,Dutch Mill Park and Ride,Union Depot Bus Ramp - 240 East Kellogg Blvd,7:40 PM,1:15 AM,5hrs 35mins,5/28/2014,5/14/2014
"Memphis, TN","Atlanta, GA",$11.00 ,MATA North End Terminal,MARTA Civic Center - 435 W Peachtree St NW,6:45 AM,3:40 PM,7hrs 55mins,5/28/2014,5/14/2014
"Memphis, TN","Atlanta, GA",$13.00 ,MATA North End Terminal,MARTA Civic Center - 435 W Peachtree St NW,12:30 PM,9:25 PM,7hrs 55mins,5/28/2014,5/14/2014
"Memphis, TN","Atlanta, GA",$21.00 ,MATA North End Terminal,MARTA Civic Center - 435 W Peachtree St NW,11:30 PM,8:25 AM,7hrs 55mins,5/28/2014,5/14/2014
"Memphis, TN","Birmingham, AL",$9.00 ,MATA North End Terminal,Parking lot on NE corner of Morris Ave and 17th St NE,6:45 AM,11:35 AM,4hrs 50mins,5/28/2014,5/14/2014
"Memphis, TN","Birmingham, AL",$8.00 ,MATA North End Terminal,Parking lot on NE corner of Morris Ave and 17th St NE,12:30 PM,5:20 PM,4hrs 50mins,5/28/2014,5/14/2014
"Memphis, TN","Birmingham, AL",$5.00 ,MATA North End Terminal,Parking lot on NE corner of Morris Ave and 17th St NE,11:30 PM,4:20 AM,4hrs 50mins,5/28/2014,5/14/2014
"Memphis, TN","Chicago, IL",$35.00 ,MATA North End Terminal,Union Station S Canal St south of Jackson Blvd.,9:20 AM,8:25 PM,11hrs 5mins,5/28/2014,5/14/2014
"Memphis, TN","Chicago, IL",$35.00 ,MATA North End Terminal,Union Station S Canal St south of Jackson Blvd.,9:10 PM,8:15 AM,11hrs 5mins,5/28/2014,5/14/2014
"Memphis, TN","Dallas/Fort Worth, TX",$22.00 ,MATA North End Terminal,"710 Davis St, Grand Prairie",9:00 AM,5:45 PM,8hrs 45mins,5/28/2014,5/14/2014
"Memphis, TN","Dallas/Fort Worth, TX",$22.00 ,MATA North End Terminal,"DART East Transfer Center, 330 North Olive Street",9:00 AM,5:20 PM,8hrs 20mins,5/28/2014,5/14/2014
"Memphis, TN","Dallas/Fort Worth, TX",$20.00 ,MATA North End Terminal,"DART East Transfer Center, 330 North Olive Street",4:00 PM,11:25 PM,7hrs 25mins,5/28/2014,5/14/2014
"Memphis, TN","Dallas/Fort Worth, TX",$20.00 ,MATA North End Terminal,"710 Davis St, Grand Prairie",4:00 PM,11:50 PM,7hrs 50mins,5/28/2014,5/14/2014
"Memphis, TN","Dallas/Fort Worth, TX",$37.00 ,MATA North End Terminal,"710 Davis St, Grand Prairie",9:45 PM,6:20 AM,8hrs 35mins,5/28/2014,5/14/2014
"Memphis, TN","Dallas/Fort Worth, TX",$37.00 ,MATA North End Terminal,"DART East Transfer Center, 330 North Olive Street",9:45 PM,5:55 AM,8hrs 10mins,5/28/2014,5/14/2014
"Memphis, TN","Jackson, MS",$1.00 ,MATA North End Terminal,213 N. Lamar Street b/t E Griffith St and E Amite St,11:30 AM,4:20 PM,4hrs 50mins,5/28/2014,5/14/2014
"Memphis, TN","Jackson, MS",$1.00 ,MATA North End Terminal,213 N. Lamar Street b/t E Griffith St and E Amite St,4:00 PM,8:50 PM,4hrs 50mins,5/28/2014,5/14/2014
"Memphis, TN","Jackson, MS",$1.00 ,MATA North End Terminal,213 N. Lamar Street b/t E Griffith St and E Amite St,10:00 PM,2:50 AM,4hrs 50mins,5/28/2014,5/14/2014
"Memphis, TN","Little Rock, AR",$7.00 ,MATA North End Terminal,Exxon I-30 Super Store - 612 E Roosevelt Rd,9:00 AM,11:45 AM,2hrs 45mins,5/28/2014,5/14/2014
"Memphis, TN","Little Rock, AR",$5.00 ,MATA North End Terminal,Exxon I-30 Super Store - 612 E Roosevelt Rd,4:00 PM,6:15 PM,2hrs 15mins,5/28/2014,5/14/2014
"Memphis, TN","Little Rock, AR",$7.00 ,MATA North End Terminal,Exxon I-30 Super Store - 612 E Roosevelt Rd,9:45 PM,12:20 AM,2hrs 35mins,5/28/2014,5/14/2014
"Memphis, TN","New Orleans, LA",$3.00 ,MATA North End Terminal,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,11:30 AM,7:40 PM,8hrs 10mins,5/28/2014,5/14/2014
"Memphis, TN","New Orleans, LA",$1.00 ,MATA North End Terminal,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,4:00 PM,12:10 AM,8hrs 10mins,5/28/2014,5/14/2014
"Memphis, TN","New Orleans, LA",$1.00 ,MATA North End Terminal,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,10:00 PM,6:10 AM,8hrs 10mins,5/28/2014,5/14/2014
"Memphis, TN","Oxford, MS",$1.00 ,MATA North End Terminal,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",11:30 AM,1:00 PM,1hrs 30mins,5/28/2014,5/14/2014
"Memphis, TN","Oxford, MS",$1.00 ,MATA North End Terminal,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",4:00 PM,5:30 PM,1hrs 30mins,5/28/2014,5/14/2014
"Memphis, TN","Oxford, MS",$1.00 ,MATA North End Terminal,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",10:00 PM,11:30 PM,1hrs 30mins,5/28/2014,5/14/2014
"Memphis, TN","St Louis, MO",$26.00 ,MATA North End Terminal,West of Union Station - East Side of 21st St near Clark Ave,9:20 AM,3:05 PM,5hrs 45mins,5/28/2014,5/14/2014
"Memphis, TN","St Louis, MO",$27.00 ,MATA North End Terminal,West of Union Station - East Side of 21st St near Clark Ave,9:10 PM,2:55 AM,5hrs 45mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Parking lot at 600-642 NE 1st Ave,101-199 N Gertrude Ave,7:00 AM,11:30 AM,4hrs 30mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,101-199 N Gertrude Ave,7:30 AM,11:30 AM,4hrs 0mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Parking lot at 600-642 NE 1st Ave,101-199 N Gertrude Ave,8:30 AM,3:00 PM,6hrs 30mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,101-199 N Gertrude Ave,9:00 AM,3:00 PM,6hrs 0mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Parking lot at 600-642 NE 1st Ave,101-199 N Gertrude Ave,11:00 AM,3:30 PM,4hrs 30mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,101-199 N Gertrude Ave,11:30 AM,3:30 PM,4hrs 0mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Parking lot at 600-642 NE 1st Ave,101-199 N Gertrude Ave,12:00 PM,6:30 PM,6hrs 30mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,101-199 N Gertrude Ave,12:30 PM,6:30 PM,6hrs 0mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Parking lot at 600-642 NE 1st Ave,101-199 N Gertrude Ave,3:00 PM,7:30 PM,4hrs 30mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,101-199 N Gertrude Ave,3:30 PM,7:30 PM,4hrs 0mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Parking lot at 600-642 NE 1st Ave,101-199 N Gertrude Ave,4:00 PM,10:30 PM,6hrs 30mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,101-199 N Gertrude Ave,4:30 PM,10:30 PM,6hrs 0mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Parking lot at 600-642 NE 1st Ave,101-199 N Gertrude Ave,6:30 PM,11:00 PM,4hrs 30mins,5/28/2014,5/14/2014
"Miami, FL","Orlando, FL",$1.00 ,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,101-199 N Gertrude Ave,7:00 PM,11:00 PM,4hrs 0mins,5/28/2014,5/14/2014
"Miami, FL","Tampa, FL",$1.00 ,Parking lot at 600-642 NE 1st Ave,Marion Transit Center,8:30 AM,1:30 PM,5hrs 0mins,5/28/2014,5/14/2014
"Miami, FL","Tampa, FL",$1.00 ,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,Marion Transit Center,9:00 AM,1:30 PM,4hrs 30mins,5/28/2014,5/14/2014
"Miami, FL","Tampa, FL",$1.00 ,Parking lot at 600-642 NE 1st Ave,Marion Transit Center,12:00 PM,5:00 PM,5hrs 0mins,5/28/2014,5/14/2014
"Miami, FL","Tampa, FL",$1.00 ,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,Marion Transit Center,12:30 PM,5:00 PM,4hrs 30mins,5/28/2014,5/14/2014
"Miami, FL","Tampa, FL",$1.00 ,Parking lot at 600-642 NE 1st Ave,Marion Transit Center,4:00 PM,9:00 PM,5hrs 0mins,5/28/2014,5/14/2014
"Miami, FL","Tampa, FL",$1.00 ,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,Marion Transit Center,4:30 PM,9:00 PM,4hrs 30mins,5/28/2014,5/14/2014
"Milwaukee, WI","Chicago, IL",$5.00 ,"4th Street, North of St Paul",Union Station S Canal St south of Jackson Blvd.,6:05 AM,8:05 AM,2hrs 0mins,5/28/2014,5/14/2014
"Milwaukee, WI","Chicago, IL",$9.00 ,"4th Street, North of St Paul",Union Station S Canal St south of Jackson Blvd.,12:45 PM,2:40 PM,1hrs 55mins,5/28/2014,5/14/2014
"Milwaukee, WI","Minneapolis, MN",$13.00 ,"4th Street, North of St Paul","Ramp C, 318 3rd Ave N between Washington Ave and Target Field",11:10 AM,5:50 PM,6hrs 40mins,5/28/2014,5/14/2014
"Milwaukee, WI","Minneapolis, MN",$13.00 ,"4th Street, North of St Paul","Ramp C, 318 3rd Ave N between Washington Ave and Target Field",11:40 PM,6:20 AM,6hrs 40mins,5/28/2014,5/14/2014
"Milwaukee, WI","St. Paul, MN",$13.00 ,"4th Street, North of St Paul",Union Depot Bus Ramp - 240 East Kellogg Blvd,11:10 AM,5:35 PM,6hrs 25mins,5/28/2014,5/14/2014
"Milwaukee, WI","St. Paul, MN",$13.00 ,"4th Street, North of St Paul",Union Depot Bus Ramp - 240 East Kellogg Blvd,11:40 PM,6:05 AM,6hrs 25mins,5/28/2014,5/14/2014
"Minneapolis, MN","Chicago, IL",$17.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",Union Station S Canal St south of Jackson Blvd.,6:30 AM,2:40 PM,8hrs 10mins,5/28/2014,5/14/2014
"Minneapolis, MN","Chicago, IL",$17.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",Union Station S Canal St south of Jackson Blvd.,10:00 AM,6:25 PM,8hrs 25mins,5/28/2014,5/14/2014
"Minneapolis, MN","Chicago, IL",$17.00 ,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",Union Station S Canal St south of Jackson Blvd.,12:10 PM,8:35 PM,8hrs 25mins,5/28/2014,5/14/2014
